baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000022358.7	386.143769266777	-1.37482746693108	0.151107660888433	-9.09833067925093	9.17308354112882e-20	1.76626608359678e-18
ENSMUSG00000075592.10	2185.48234151497	0.932146261441496	0.102451306530543	9.09843215287452	9.1645185596793e-20	1.76626608359678e-18
ENSMUSG00000113184.1	46.2521816887758	4.13200102238988	0.45415276146161	9.09826246369562	9.17884578877763e-20	1.76626608359678e-18
ENSMUSG00000039202.12	2925.64973492625	0.824480462626459	0.0906771930237812	9.09247888176499	9.68062679095678e-20	1.86109150369639e-18
ENSMUSG00000041324.14	2865.78195746489	-1.4495181503916	0.159438845479142	-9.09137384955049	9.77953840172833e-20	1.87836147983428e-18
ENSMUSG00000022912.8	3620.382431718	-0.994518923626478	0.109511506813223	-9.08141027885478	1.07177007318029e-19	2.05664524432352e-18
ENSMUSG00000009145.6	62.4213618923567	3.11411291120572	0.342988268127998	9.07935693603252	1.09218212709467e-19	2.09387205570717e-18
ENSMUSG00000032062.3	131.370172386255	1.98788466413702	0.219030094020928	9.07585175919746	1.12791809592368e-19	2.16038090113677e-18
ENSMUSG00000037110.20	440.983111656894	1.23736718268397	0.136397667293683	9.07176205601633	1.17107613013211e-19	2.24096954929814e-18
ENSMUSG00000026922.13	584.590415747058	1.09715307125775	0.120969964727801	9.06963206715394	1.19419582712303e-19	2.28309934194705e-18
ENSMUSG00000036256.13	2685.69958021734	-1.14362639619643	0.126100906421024	-9.06913700031706	1.19963374275807e-19	2.29137798732165e-18
ENSMUSG00000054520.15	214.623415723876	1.73158648355208	0.190974900589633	9.06708933061791	1.22238689803575e-19	2.33268407497856e-18
ENSMUSG00000041842.15	556.123441533628	1.11308968645912	0.122790099367737	9.06497911631778	1.24628124051857e-19	2.37608974574813e-18
ENSMUSG00000028226.15	542.221468314234	-1.03545915002021	0.114248588980743	-9.06321171454246	1.26664860158518e-19	2.41269732710782e-18
ENSMUSG00000021944.15	53.8244847662562	5.50915098099882	0.608036920506776	9.06055338943422	1.29790386751587e-19	2.46995762681079e-18
ENSMUSG00000021313.16	46.9010934513249	4.76740407958158	0.526682277416757	9.05176476217216	1.40676097216113e-19	2.67465601747473e-18
ENSMUSG00000078439.9	52.7163286892778	4.43985055194097	0.490535373442456	9.0510303482972	1.41625578691853e-19	2.69023573996297e-18
ENSMUSG00000017737.2	69.8306240142933	3.87590572321171	0.428359898855118	9.0482459575952	1.45283226167935e-19	2.7571824004678e-18
ENSMUSG00000023249.15	1780.88555569664	-0.985865693088589	0.109047507919852	-9.04069897510341	1.55673174065409e-19	2.95165470093222e-18
ENSMUSG00000035189.17	52.6859815403547	4.53969447171641	0.502305748900451	9.037711556465	1.5998587380339e-19	3.03064815521696e-18
ENSMUSG00000040524.9	1398.43955500441	0.917076681358825	0.101512189582449	9.03415328869414	1.65276937695636e-19	3.12801347957176e-18
ENSMUSG00000005481.18	1682.69930741156	0.903030264923404	0.0999621946708314	9.03371787601323	1.6593614573759e-19	3.13761893119542e-18
ENSMUSG00000017631.19	1841.18185040493	0.806480184548156	0.0893046598788148	9.03066184499822	1.70636612711965e-19	3.2235515712874e-18
ENSMUSG00000025203.6	19977.170184876	0.796352929469407	0.0882296389706709	9.02591168636799	1.78205250211858e-19	3.3634615017176e-18
ENSMUSG00000034449.7	452.5974863279	1.38505057467977	0.153516632804956	9.02215316590151	1.84428127815574e-19	3.47773951868091e-18
ENSMUSG00000029108.14	3373.47981259616	-0.914144631560639	0.101335116697754	-9.02100536665097	1.86370956350592e-19	3.51117450188373e-18
ENSMUSG00000022892.11	19755.2978256185	-0.81414399078537	0.0902543037846034	-9.02055588095131	1.87137279162168e-19	3.52240378230082e-18
ENSMUSG00000020159.8	160.302595936631	10.7676186122021	1.1940994080911	9.01735528821286	1.92684686752801e-19	3.62352311833494e-18
ENSMUSG00000043542.12	865.761874604537	-1.00942107687188	0.112016029661675	-9.01139845717311	2.03445406183102e-19	3.82240842171086e-18
ENSMUSG00000033585.5	1044.97234795125	-1.11003672480743	0.123229173507565	-9.00790529719234	2.10029616288092e-19	3.94253415838065e-18
ENSMUSG00000046876.16	701.851290930347	-0.993265321268219	0.110371651833018	-8.99927929656189	2.27204230607341e-19	4.26105776459063e-18
ENSMUSG00000037474.13	511.667713911695	1.29051987771701	0.143425584982527	8.997835901274	2.30210578478255e-19	4.31352900942136e-18
ENSMUSG00000115726.1	77.9587251983057	6.86097541208643	0.762535961655695	8.99757618931071	2.30755671624522e-19	4.31982970427589e-18
ENSMUSG00000020097.14	3536.13591274041	-0.758632014900054	0.084324037812445	-8.99662818077351	2.32756232701494e-19	4.35334125647659e-18
ENSMUSG00000039047.17	1733.40328286186	-0.768409982563264	0.0854232112311464	-8.99533009223951	2.35523384181935e-19	4.4011171862579e-18
ENSMUSG00000040605.7	94.2459105489616	-2.35732306287771	0.262124571179288	-8.99314036937556	2.40265092993704e-19	4.4856712217218e-18
ENSMUSG00000064125.14	52.0859041295399	3.41173635125925	0.379692336260408	8.98552861209014	2.57493502721507e-19	4.80298520946536e-18
ENSMUSG00000046324.12	983.734830044091	0.903876664433186	0.100693756662016	8.97649163559459	2.79538035054929e-19	5.20948089472635e-18
ENSMUSG00000026728.9	60167.1530504565	-0.810360930068762	0.0902988554876659	-8.97421042262768	2.85391312949643e-19	5.31377560726941e-18
ENSMUSG00000002227.15	824.246729024478	1.31770237261064	0.146842601954626	8.97357003397283	2.87056119201956e-19	5.33996662033423e-18
ENSMUSG00000046519.15	702.919703271499	1.00119508107522	0.111612399521657	8.97028542855531	2.95747040719235e-19	5.49669657171437e-18
ENSMUSG00000044447.5	2879.22044770397	0.774585673092379	0.0864145190461644	8.96360567231278	3.14231182934433e-19	5.83499663391532e-18
ENSMUSG00000020123.6	105.417556403028	-2.19067023371281	0.244491594418238	-8.96010449326677	3.2437087218089e-19	6.0178796968017e-18
ENSMUSG00000052566.8	417.776959155443	1.27697619121972	0.14254538118393	8.95838350294915	3.29472825580699e-19	6.10705633509171e-18
ENSMUSG00000020176.17	14343.4890338462	-0.703482635156672	0.0785313981743021	-8.95797924793441	3.30682709847379e-19	6.12399510823894e-18
ENSMUSG00000042606.9	357.515267781288	1.20081597312049	0.134076784396904	8.95618118022392	3.36117498359604e-19	6.21907564496132e-18
ENSMUSG00000046352.7	166.806631407686	-1.87356215973457	0.209223116288726	-8.95485256585641	3.40189934925266e-19	6.28880160309566e-18
ENSMUSG00000010066.15	54.7951730765264	5.53752695976132	0.618620304029987	8.9514148237412	3.50954855102128e-19	6.48201083271663e-18
ENSMUSG00000001517.14	649.014175304768	0.939358422391729	0.10496039586362	8.9496463371983	3.56623079520663e-19	6.58082517659629e-18
ENSMUSG00000024805.16	325.850344324661	1.59765341815224	0.178560913562939	8.94738599995511	3.63999587625051e-19	6.71095852906578e-18
ENSMUSG00000046879.7	605.014631656983	-1.18618679271938	0.132633312489373	-8.94335495703179	3.77530710833379e-19	6.95422999492368e-18
ENSMUSG00000027469.16	1431.35361389778	0.934626831595192	0.104534139948241	8.94087646445426	3.86095798638337e-19	7.10567410198634e-18
ENSMUSG00000001435.15	4128.82914206526	1.00768545399537	0.112872243656054	8.927663891098	4.35099247541639e-19	8.0004115863523e-18
ENSMUSG00000021962.9	738.004964532605	1.04731346019183	0.117314127578525	8.9274282800322	4.36026646053754e-19	8.01034387235164e-18
ENSMUSG00000003309.14	284.361096315307	10.6362132262447	1.19148264199456	8.92687216025198	4.38223363624592e-19	8.04355678787783e-18
ENSMUSG00000074968.11	722.979408584417	-1.06480289948056	0.119323743384359	-8.92364645358704	4.51182481499175e-19	8.27407873430135e-18
ENSMUSG00000019775.17	427.084723416089	-1.35856805248872	0.152270465077505	-8.92207199733191	4.57644553700908e-19	8.38515078641008e-18
ENSMUSG00000019312.10	72.4432821894745	6.75870059270943	0.757765995551862	8.91924503393325	4.69477591609331e-19	8.58674930153016e-18
ENSMUSG00000052133.16	180.224043906137	1.75848861271835	0.197154661748918	8.91933569878167	4.69093439054595e-19	8.58674930153016e-18
ENSMUSG00000055805.15	66.5899146947716	2.6564428296125	0.297881180965772	8.91779340003938	4.75670745375707e-19	8.69233660675078e-18
ENSMUSG00000026628.13	458.476808224852	1.15641082869067	0.129723465107928	8.91443061383341	4.90329247331885e-19	8.95229550777351e-18
ENSMUSG00000021665.9	562.950348096708	-1.02250572750393	0.114795487292287	-8.9071944518209	5.23402084938675e-19	9.54770328839632e-18
ENSMUSG00000053626.5	299.767118923925	-1.39576769138676	0.156796182724853	-8.90179637750531	5.49500076527159e-19	1.00149414828553e-17
ENSMUSG00000034792.8	46.8270308930559	4.92558671965426	0.55339583425018	8.90065738627786	5.55168820269606e-19	1.0109350542339e-17
ENSMUSG00000004626.14	702.829630247569	1.03612715472445	0.116655531603781	8.88193761992911	6.57056811904953e-19	1.19541576174722e-17
ENSMUSG00000027071.14	58.9428850930201	2.85958199503539	0.321964460866746	8.88166969527393	6.58641635290992e-19	1.1972461219358e-17
ENSMUSG00000020890.11	71.7766422007225	6.73555157494505	0.758760747739333	8.87704272395889	6.86614332107393e-19	1.24699772379048e-17
ENSMUSG00000042726.14	659.735548817967	-0.998974637826353	0.112564684441365	-8.87467186341841	7.01398992385337e-19	1.27273154004238e-17
ENSMUSG00000046994.9	348.067060510739	1.2866620795514	0.145053822774836	8.87023902533515	7.29890645685819e-19	1.32327063073242e-17
ENSMUSG00000024049.15	112.686269439993	-2.19847871595591	0.247995535660911	-8.86499311407737	7.65088000219904e-19	1.38586780845437e-17
ENSMUSG00000020437.12	59.0491382111019	6.13178987822952	0.692208548335324	8.85829840295344	8.12449997143123e-19	1.47037100970277e-17
ENSMUSG00000031948.14	2912.70665624755	0.79531817091209	0.0898283689138983	8.85375277908489	8.46247175932599e-19	1.53019834627113e-17
ENSMUSG00000022676.7	768.246724033451	-0.966248991258941	0.109139512360904	-8.8533379924196	8.49399427487201e-19	1.5345569045415e-17
ENSMUSG00000029359.13	60.2610199952475	3.19029461606961	0.360371412861958	8.85279603821313	8.53535595292837e-19	1.54068388518566e-17
ENSMUSG00000003752.9	239.428408228601	1.41976847741218	0.160390940063465	8.85192440951082	8.6022958629016e-19	1.55141318413237e-17
ENSMUSG00000037868.15	183.24903174696	-1.48281485318284	0.167855984491115	-8.8338515762679	1.01131820547496e-18	1.82231083610235e-17
ENSMUSG00000027962.14	1514.45155280574	-1.07043080623821	0.12118003735595	-8.83339227808589	1.01548125213483e-18	1.82821977212019e-17
ENSMUSG00000010803.13	81.5290995942632	2.72717361367305	0.30894153948759	8.82747466784927	1.07065612594123e-18	1.92587761923655e-17
ENSMUSG00000026414.13	67.8819254058963	3.12061250689041	0.35355165618427	8.82646835987089	1.08032893422933e-18	1.94158856068357e-17
ENSMUSG00000020905.11	137.099772245102	10.5477832783659	1.19580657107605	8.82064334942935	1.13803953085247e-18	2.04353174784846e-17
ENSMUSG00000025064.15	167.708643132632	5.03185596062668	0.570553399604454	8.81925506729975	1.15223696953368e-18	2.06723104525357e-17
ENSMUSG00000039831.16	1949.30219947975	-0.962567831315361	0.10915825223121	-8.81809493684939	1.16423524209602e-18	2.08694715927195e-17
ENSMUSG00000024206.15	106.513274476285	2.40722794029502	0.273225784032018	8.81039814314499	1.24702152816916e-18	2.23161575076813e-17
ENSMUSG00000035184.15	130.1484369959	-1.82516002265135	0.20715992908943	-8.81039123093846	1.24709842786811e-18	2.23161575076813e-17
ENSMUSG00000079014.4	386.836204262114	-1.34898499268069	0.153237235562654	-8.80324542352587	1.32915463699817e-18	2.37639523085084e-17
ENSMUSG00000046718.8	509.573173478635	1.21405322313408	0.137934088188607	8.80169100385122	1.34769827881628e-18	2.40746861792691e-17
ENSMUSG00000032717.14	158.87806008168	1.95365115653682	0.222068798056353	8.79750407817787	1.39892721041568e-18	2.49682556295589e-17
ENSMUSG00000039117.16	461.154242189405	1.06826745667868	0.121551309269605	8.78861332796697	1.51417245524806e-18	2.70018719045356e-17
ENSMUSG00000057880.12	225.426176394824	-1.66586808397232	0.189615197753346	-8.78551985131119	1.5564305815531e-18	2.77315443669315e-17
ENSMUSG00000030220.13	1661.72274836152	-0.842264828744787	0.095892892932064	-8.78339158399878	1.58617768454265e-18	2.82140797144804e-17
ENSMUSG00000041040.12	905.360993348428	1.05265002106916	0.119845568323195	8.78338711891639	1.58624068007061e-18	2.82140797144804e-17
ENSMUSG00000060882.5	49.763455640623	-3.24325274117707	0.369605058994172	-8.77491436400552	1.71033968792609e-18	3.03952635605147e-17
ENSMUSG00000074886.11	1296.85741234847	0.989133170945276	0.112749164764578	8.77286473040044	1.74177229436526e-18	3.09272975804633e-17
ENSMUSG00000024781.16	1061.91460548441	-0.871627075851382	0.099410809623527	-8.76793056159859	1.81980001290334e-18	3.22850626645956e-17
ENSMUSG00000020220.16	2301.85649669449	0.828390781558639	0.0944910111764826	8.7668739200117	1.83695293234113e-18	3.25614467509928e-17
ENSMUSG00000028803.18	230.119143541714	1.50876827211586	0.172294437729271	8.75691805261073	2.00661432787441e-18	3.55383767006935e-17
ENSMUSG00000027009.18	218.806576168836	1.41166515465955	0.161218817845206	8.75620584201875	2.0193279206205e-18	3.57329489871306e-17
ENSMUSG00000045328.11	957.330409879617	1.25394022180796	0.143308783897034	8.74991879568883	2.13506328623278e-18	3.77486488367618e-17
ENSMUSG00000021569.10	315.046165104021	1.36976091807642	0.156558495169392	8.74919573412081	2.14878672043276e-18	3.79588403918634e-17
ENSMUSG00000052512.17	1440.17853588971	0.883182882294771	0.100979676598016	8.74614488824898	2.20765606918119e-18	3.89655063541656e-17
ENSMUSG00000023236.7	106.574864799094	2.18858236679375	0.250280901238704	8.7445040990419	2.23997250302523e-18	3.95021919842965e-17
ENSMUSG00000038013.14	535.229214527076	0.992842363282845	0.113551186512278	8.74356661324263	2.25864613102478e-18	3.9797575695382e-17
ENSMUSG00000039910.10	1149.82343039852	-0.975180150238508	0.111586741707037	-8.73921162425171	2.34742779431613e-18	4.13267160452965e-17
ENSMUSG00000032826.19	710.354566381289	-1.09830646544178	0.125723210842441	-8.73590849360506	2.41705583583163e-18	4.25163410034125e-17
ENSMUSG00000034471.12	826.23851438867	1.42825010430905	0.163498942904158	8.73553112295218	2.42513923985118e-18	4.26222857396444e-17
ENSMUSG00000078502.10	109.499564558473	2.49428898745607	0.285661862106668	8.73161355548638	2.51064779847241e-18	4.40876573507642e-17
ENSMUSG00000040562.12	307.291279580095	-1.263635203383	0.144802411568691	-8.72661711703304	2.62403591706428e-18	4.60397005770922e-17
ENSMUSG00000051910.13	266.75212963541	-1.49399427514702	0.171208241238193	-8.72618201286528	2.63414613328921e-18	4.61779211128989e-17
ENSMUSG00000017724.14	436.627186358017	1.4485226373438	0.166004485867115	8.7258041840106	2.64295667600167e-18	4.62931429295262e-17
ENSMUSG00000016382.15	8925.96926406633	-0.894407130810573	0.102529872099139	-8.72338092790894	2.70016006811457e-18	4.72550855913857e-17
ENSMUSG00000041020.14	86.8883156361992	2.83485218563965	0.324977594459071	8.72322348978643	2.70391855673714e-18	4.7280861593123e-17
ENSMUSG00000027306.15	564.562645399639	1.32863101364218	0.152316649514476	8.72282194938841	2.71352785318223e-18	4.74088151781483e-17
ENSMUSG00000030468.12	68.2332964340184	-2.64984118399617	0.304204782136519	-8.71071508273329	3.01963779350334e-18	5.27124281826245e-17
ENSMUSG00000019235.9	61.2882831126596	2.9583520031883	0.339764459040974	8.70706727695592	3.11838023473327e-18	5.43902306371775e-17
ENSMUSG00000023026.16	1319.32931715678	0.818206278228157	0.0939736214035379	8.70676543063768	3.12669229195612e-18	5.44892643230028e-17
ENSMUSG00000041992.9	45.7360816780126	3.59248539915133	0.412662425745906	8.70562759053663	3.15822253975963e-18	5.49924170517405e-17
ENSMUSG00000056091.12	575.243997907116	-0.995438045101101	0.114463489071839	-8.69655514760997	3.42111435223616e-18	5.9519908738736e-17
ENSMUSG00000097183.2	262.517937914232	-1.30104130279062	0.149636951883796	-8.69465253342615	3.47892756397495e-18	6.0474870242341e-17
ENSMUSG00000021250.13	3725.20507507747	1.10450610934674	0.127095920442898	8.69033487068512	3.61372714343889e-18	6.27653733746238e-17
ENSMUSG00000007946.11	58.4886322381712	6.12195142320373	0.704483428784961	8.68998641140842	3.62482842775693e-18	6.2905369846124e-17
ENSMUSG00000036103.9	4103.17824206019	-0.91318798283909	0.10514183967997	-8.68529584053928	3.77757936323869e-18	6.55012629572133e-17
ENSMUSG00000026674.9	8417.30864046221	-0.911439718908468	0.104973884246512	-8.68253780881462	3.87034492585708e-18	6.70535637657282e-17
ENSMUSG00000021301.9	71.8244382673267	2.80088281523249	0.322640100160912	8.68113670258466	3.91832853259982e-18	6.78280703141086e-17
ENSMUSG00000022150.16	2082.69049874407	-0.902150839539399	0.10392486481671	-8.68079877833379	3.92998902839593e-18	6.79730376600319e-17
ENSMUSG00000014329.14	899.024430164699	-0.970285448739724	0.111784419894027	-8.67997033629165	3.95872058397282e-18	6.84127769424075e-17
ENSMUSG00000018427.8	672.236000803076	0.979129411517077	0.112817772222868	8.67885788050162	3.9976285696403e-18	6.90274996590812e-17
ENSMUSG00000026586.16	9587.97135025831	-0.920647397600193	0.106223129299185	-8.66710860124565	4.43232152928405e-18	7.64695605961384e-17
ENSMUSG00000033295.14	4473.07142445499	1.13137196613893	0.130563379797044	8.66530851068357	4.50291953767372e-18	7.76228279635988e-17
ENSMUSG00000031688.4	119.960963483691	10.3509633328139	1.19497802907869	8.66205326033849	4.63341767599192e-18	7.98058934600906e-17
ENSMUSG00000019066.13	296.023222036754	1.26174498837974	0.145736701061307	8.65770241257872	4.8136825559816e-18	8.28417948028581e-17
ENSMUSG00000049881.13	394.028838690162	1.21953538069639	0.140931517378643	8.65338998245398	4.99918335490131e-18	8.59626823603396e-17
ENSMUSG00000019975.12	2008.80206868554	-0.938776257120854	0.108511496069362	-8.65139907868177	5.08718677305448e-18	8.7403277065951e-17
ENSMUSG00000037990.18	233.034264472488	-1.47068879944014	0.170026804451406	-8.64974675131571	5.16138406555724e-18	8.86044736764457e-17
ENSMUSG00000026090.16	42.7449822787392	4.7857507298875	0.553503654134224	8.64628570044989	5.32028120798649e-18	9.12564983983487e-17
ENSMUSG00000004947.15	566.141799973753	1.35865779849507	0.157332174215261	8.63560047569267	5.84193489850632e-18	1.00121180870341e-16
ENSMUSG00000042529.14	218.25322337675	10.2558975356707	1.18778099384517	8.63450214207383	5.89833565687033e-18	1.01004115395712e-16
ENSMUSG00000028369.15	4751.68750611453	-1.53700722099437	0.178017510179047	-8.63402268377126	5.92312463116629e-18	1.01344711431188e-16
ENSMUSG00000026131.20	8067.72404289367	0.861437095198087	0.0998190871554991	8.62998370097427	6.13607169517119e-18	1.04901470319266e-16
ENSMUSG00000027293.13	1027.65556794358	0.820431246357578	0.0951127643674494	8.62587952115453	6.36019488271529e-18	1.08643262876836e-16
ENSMUSG00000038252.13	1182.2256804495	0.919857375265378	0.106674189687604	8.62305472353891	6.51912822258103e-18	1.11266242914448e-16
ENSMUSG00000026768.10	612.312312872155	-1.22358760464884	0.141927987775679	-8.62118616507653	6.62640774321706e-18	1.13004015314252e-16
ENSMUSG00000043822.18	1156.18688922942	-1.2389268123986	0.143725992099642	-8.62006095278631	6.69184819766745e-18	1.14026006439002e-16
ENSMUSG00000027208.14	1028.93451668314	-1.20610880097252	0.139967263749642	-8.61707779849062	6.86844685426326e-18	1.16938840845506e-16
ENSMUSG00000039187.16	204.571203828626	1.53162810622668	0.177746872897333	8.61690606006524	6.87875240559433e-18	1.17017987057668e-16
ENSMUSG00000026114.14	53.2018360691019	5.97852167480855	0.693952865799147	8.61516965986409	6.98381007584833e-18	1.18707555652423e-16
ENSMUSG00000097451.11	9602.15846416661	-0.789954491382297	0.0916971270810342	-8.61482269432718	7.0049916424093e-18	1.18969833427651e-16
ENSMUSG00000032718.4	119.326638393549	2.1805447337159	0.253146008128588	8.61378281188725	7.06885497212517e-18	1.1995597535142e-16
ENSMUSG00000035683.13	363.334973206558	1.38620231545698	0.161086457197872	8.60533119649052	7.60967125720684e-18	1.29027589857853e-16
ENSMUSG00000054640.15	325.462071684623	-1.3240125890191	0.153894200438041	-8.60339496388077	7.73920790729508e-18	1.31116506773387e-16
ENSMUSG00000054662.8	224.981352573954	10.2982783066724	1.19725960105242	8.60154163526442	7.86523584636953e-18	1.33142609425532e-16
ENSMUSG00000022620.14	1039.37524131631	-1.01659842633967	0.118233071486713	-8.59825777641171	8.09353454149576e-18	1.36895221198186e-16
ENSMUSG00000074884.12	615.160582558652	-1.07670042962214	0.125272693669462	-8.59485334021046	8.33712080366373e-18	1.40900066131199e-16
ENSMUSG00000019851.8	4867.31617269336	1.03594438018525	0.120576259851939	8.5916114951428	8.57579350432655e-18	1.44815399535101e-16
ENSMUSG00000038518.15	623.80859522202	1.02400772619649	0.119223737638632	8.58895842789516	8.77612635419745e-18	1.48077446788686e-16
ENSMUSG00000043441.5	80.3669827650943	-2.42906730377606	0.2828202977853	-8.58873045109395	8.79355481715074e-18	1.48250590829324e-16
ENSMUSG00000037824.6	809.341807427466	1.19610745697669	0.1393310801211	8.58464210524377	9.11196511770134e-18	1.53493575264471e-16
ENSMUSG00000032532.7	140.562932320965	-2.1293227668135	0.248133876989669	-8.58134645960555	9.37689888885852e-18	1.57827933616702e-16
ENSMUSG00000027775.9	2610.33860213525	-0.747653158155609	0.0871309594236257	-8.58079795174253	9.42172485031758e-18	1.58453496141195e-16
ENSMUSG00000020566.19	56.8453331165607	6.07344937687541	0.707805557818035	8.58067488986402	9.43181090386363e-18	1.58494265115616e-16
ENSMUSG00000023827.8	1087.69443696364	0.917724155772399	0.106961902151872	8.57991618800263	9.49422929190238e-18	1.59413658386601e-16
ENSMUSG00000012123.17	82.7742475015177	7.3674247829746	0.858751674319661	8.57922610609334	9.55135625702524e-18	1.60242786320214e-16
ENSMUSG00000017639.13	90.4523042134377	2.13537247543379	0.249090266194427	8.57268534839907	1.01099454650042e-17	1.69476768143498e-16
ENSMUSG00000021458.17	2106.23918397991	-0.796162978432122	0.0929157386693159	-8.56865575019147	1.04700013231229e-17	1.75370402728843e-16
ENSMUSG00000039126.10	467.89007081556	-1.02737866009917	0.119920927982217	-8.56713400559672	1.06092405380802e-17	1.77558859037806e-16
ENSMUSG00000052446.17	234.674800501829	1.47902689900745	0.17264486816838	8.56687438612398	1.06331774522231e-17	1.77815609358679e-16
ENSMUSG00000004568.13	1546.72023811616	0.869113128562549	0.101464317788253	8.56570218484407	1.07419197004962e-17	1.79488974898599e-16
ENSMUSG00000022982.10	2126.40979400391	0.695928364342776	0.0813158512390081	8.55833584398279	1.14508378617542e-17	1.91180009691886e-16
ENSMUSG00000029780.14	544.473002366977	1.28578869570573	0.150336957684322	8.5527119579314	1.2022966436083e-17	2.00570228787752e-16
ENSMUSG00000056596.8	218.014532386458	-1.46573384694077	0.171433771405617	-8.54985476270483	1.23243493976255e-17	2.05432305914006e-16
ENSMUSG00000045467.13	49.8275044865149	3.17438277002521	0.371454575136279	8.54581685758103	1.27630278914468e-17	2.12429005134876e-16
ENSMUSG00000070473.4	84.9197680006661	7.41129164511588	0.867243516132594	8.54580231186503	1.27646356657957e-17	2.12429005134876e-16
ENSMUSG00000024580.8	678.824055986616	1.13952175060326	0.133369233250574	8.54411263250141	1.2952766674091e-17	2.15386600820134e-16
ENSMUSG00000033214.10	229.417205961522	-1.34230088412598	0.157123956451296	-8.54294223772336	1.30846813108305e-17	2.1740539565931e-16
ENSMUSG00000062826.7	52.1207220467144	5.94224530626061	0.695614941990745	8.54243482644981	1.31422825454301e-17	2.18187204442028e-16
ENSMUSG00000022868.6	153.177123036627	8.8480016764472	1.03617709097005	8.53908251162344	1.35291746241884e-17	2.24430237590987e-16
ENSMUSG00000038943.16	1033.43443189878	1.19338173844101	0.139790129612278	8.53695280025117	1.37807814431647e-17	2.28420869337584e-16
ENSMUSG00000027227.7	274.635578750837	-1.29083870690995	0.151223121229331	-8.53598772738192	1.38963113187417e-17	2.30151397869889e-16
ENSMUSG00000010175.13	48.0988007532403	3.53273660084615	0.413990929757276	8.53336715110498	1.42148664729005e-17	2.35238982286736e-16
ENSMUSG00000066838.7	163.987777399662	1.52814418307763	0.179088139004321	8.53291676139849	1.4270336512552e-17	2.35968170342647e-16
ENSMUSG00000052430.15	107.817280529783	-1.96942518738571	0.230826198978384	-8.53206956620266	1.43752565506463e-17	2.37513224446222e-16
ENSMUSG00000024661.7	10135.4334135357	-1.08271471676212	0.126918285617996	-8.53080162161126	1.45337075892441e-17	2.39915289850402e-16
ENSMUSG00000025330.6	157.604687238676	8.88852151641086	1.04194258261521	8.53072104424531	1.45438351287056e-17	2.39915289850402e-16
ENSMUSG00000042680.8	473.983186762316	1.00476788334376	0.117789188964723	8.53022159482467	1.46067650441886e-17	2.40761387812021e-16
ENSMUSG00000032586.9	172.729374292225	1.54892684878493	0.181603500127429	8.52916847801981	1.47403381694609e-17	2.42769614150851e-16
ENSMUSG00000021913.8	625.930125100926	-0.975607553204901	0.114433896912594	-8.52551192895301	1.52135459740495e-17	2.50363891821152e-16
ENSMUSG00000020451.17	2098.83813516058	0.84485753110561	0.0991123206981593	8.52424325406095	1.53812078178735e-17	2.5292183221028e-16
ENSMUSG00000032902.1	1824.59975003408	0.894389591280776	0.104943841060432	8.52255437044408	1.56072344670399e-17	2.56434672108965e-16
ENSMUSG00000032400.18	435.853322157212	1.18459938375883	0.139036305524714	8.52007236015251	1.59453666190541e-17	2.61782423715676e-16
ENSMUSG00000020914.17	3165.36028553136	0.949612696478215	0.111487889599198	8.51763092737781	1.62850202961972e-17	2.67146653328418e-16
ENSMUSG00000031591.14	6213.83391829489	-0.904788861501064	0.106303775844117	-8.51135205985384	1.71916777415662e-17	2.81796391253597e-16
ENSMUSG00000030934.9	3357.366542192	-0.740153446988416	0.0869667577073361	-8.51076280754549	1.72792786366005e-17	2.83008042657734e-16
ENSMUSG00000030722.7	166.281629221366	1.68799616903889	0.198376828780072	8.50903898111138	1.75380873004849e-17	2.87019678716638e-16
ENSMUSG00000027985.14	48.2058279821649	3.34303786286542	0.393149432999925	8.50322442882948	1.84395929727698e-17	3.01534719553136e-16
ENSMUSG00000026991.20	939.565791404782	0.830027548895412	0.0976256975986122	8.50214205186085	1.86123855981471e-17	3.04119911914115e-16
ENSMUSG00000036990.13	1951.91714419841	0.79619358312273	0.0936523558071293	8.50158627896597	1.87017299981205e-17	3.05338584641769e-16
ENSMUSG00000027242.14	167.15968170223	1.66070950201753	0.195457489028262	8.49652530723648	1.95350353650058e-17	3.1869222520545e-16
ENSMUSG00000026039.9	194.556511711558	1.78044476127485	0.209599487096374	8.49450915142839	1.98771132728999e-17	3.2401730903326e-16
ENSMUSG00000051378.10	332.504545763115	1.44889822837507	0.17071482835995	8.48724297880022	2.1159705173783e-17	3.44653276555019e-16
ENSMUSG00000020827.18	1885.23529953861	0.824488936888001	0.0971483369052025	8.48690737436441	2.1220877569733e-17	3.45377713145159e-16
ENSMUSG00000026208.9	90.5525469756007	-2.07614457593821	0.244635727394734	-8.48667771485489	2.12628393482806e-17	3.4578859650828e-16
ENSMUSG00000001583.13	81.1514388645026	7.33901246624569	0.864909212992142	8.48529805903729	2.15166490562602e-17	3.49641321585074e-16
ENSMUSG00000024747.3	114.956575511744	-1.97824116729943	0.233197989000143	-8.48309702747142	2.19277656333453e-17	3.56042197716939e-16
ENSMUSG00000038143.16	764.840353205773	-1.00592284025405	0.118582156230454	-8.48291911895349	2.19613325723617e-17	3.56307549483824e-16
ENSMUSG00000020111.15	2740.02779929966	0.837059612914224	0.0986845949162201	8.48217103819354	2.21030325702388e-17	3.58325495100282e-16
